City_ID,Year,Month,Time_Leaving_For_Work,Age_Group,Main_Mode_Of_Commuting,Commuting_Duration,Avg_Commuting_Count,Transit_Ridership,Location,Road_Surface_Condition,Accident_Time,Num_Of_Vehicle,Num_Of_Injuries,Num_Of_Minor_Injuries,Num_Of_Major_Injuries,Wheelchair_Accessible,Bikes_Allowed,Traffic_Disruption,Avg_Delay_Time,Incident_Type
10,2022,12,Between 9 am and 11:59 am,55 to 64 years,Public transit,15 to 29 minutes,10,"5,94,500"," 369 Elphinstone St, Regina, Saskatchewan, S4T 3Y3",01   Dry,17:35,2,,,,,, Medical Emergency          ,13,
10,2023,1,Between 12 pm and 4:59 am,15 to 24 years,Car and  truck or van,15 to 29 minutes,850,"6,23,292"," 147 McCarthy Blvd, Regina, Saskatchewan, S4R 3S2",01   Dry,21:18,2,2,2,,,, Road Debris                ,9,
10,2023,2,Between 12 pm and 4:59 am,35 to 44 years,Car and  truck or van,30 to 59 minutes,140,"5,64,205"," 258 Pasqua St, Regina, Saskatchewan, S4T 4M4",06   Ice,08:00,2,,,,,, Traffic Signal Issue       ,12,
10,2023,3,Between 12 pm and 4:59 am,35 to 44 years,Car and  truck or van,60 minutes and over,65,"5,55,706"," 369 Rae St, Regina, Saskatchewan, S4T 5B2",01   Dry,15:10,2,,,,,, Vehicle Breakdown          ,15,
10,2023,4,Between 12 pm and 4:59 am,35 to 44 years,Public transit,30 to 59 minutes,30,"5,40,278"," 159 McIntyre St, Regina, Saskatchewan, S4R 2L6",01   Dry,15:00,2,,,,,, Severe Weather             ,26,
10,2023,5,Between 12 pm and 4:59 am,35 to 44 years,Public transit,60 minutes and over,15,"6,96,664"," 753 Athol St, Regina, Saskatchewan, S4T 3B3",01   Dry,16:20,2,,,,,, Construction               ,24,
10,2023,6,Between 12 pm and 4:59 am,45 to 54 years,Car and  truck or van,15 to 29 minutes,575,"7,45,857"," 951 Retallack St, Regina, Saskatchewan, S4T 2E9",01   Dry,15:00,2,,,,,, Hazardous Material         ,32,
10,2023,7,Between 12 pm and 4:59 am,45 to 54 years,Car and  truck or van,30 to 59 minutes,110,"7,00,300","16. 2388 Elphinstone St, Regina, Saskatchewan, S4T 3N3",01   Dry,00:00,1,,,,,, Vehicle Breakdown          ,34,
10,2023,8,Between 12 pm and 4:59 am,45 to 54 years,Car and  truck or van,60 minutes and over,30,"5,76,299","2499 McCarthy Blvd, Regina, Saskatchewan, S4R 3C3",01   Dry,15:30,2,,,,,, Severe Weather             ,24,
10,2023,9,Between 12 pm and 4:59 am,55 to 64 years,Car and  truck or van,15 to 29 minutes,370,"6,54,491","2610 Rae St, Regina, Saskatchewan, S4T 2H5",06   Ice,16:42,2,,,,,, Construction               ,12,
10,2023,10,Between 12 pm and 4:59 am,55 to 64 years,Car and  truck or van,30 to 59 minutes,85,"4,79,465","2721 McIntyre St, Regina, Saskatchewan, S4S 2R3",01   Dry,01:47,1,,,,,, Hazardous Material         ,45,
10,2023,11,Between 12 pm and 4:59 am,55 to 64 years,Car and  truck or van,60 minutes and over,20,"7,45,857","2832 Athol St, Regina, Saskatchewan, S4T 3E5",01   Dry,03:43,1,,,,,, Traffic Congestion         ,8,
10,2023,12,Between 5 am and 5:59 am,45 to 54 years,Public transit,15 to 29 minutes,10,"5,64,205","3387 Victoria Ave, Regina, Saskatchewan, S4N 0P5",02   Wet,12:15,2,2,,,,, Vehicle Breakdown          ,25,
1,2021,1,Between 6 am and 6:59 am,15 to 24 years,Car and  truck or van,15 to 29 minutes,3795,"1,08,95,000",YONGE AND STEELES,02   Wet,19:02,1,1,1,,1,1,Emergency Services,4,Medical
1,2021,2,Between 6 am and 6:59 am,15 to 24 years,Car and  truck or van,30 to 59 minutes,3400,"2,17,92,000",CANNIFF AND STRACHAN,01   Dry,20:41,2,,,,1,1,Mechanical,10,Medical
1,2021,3,Between 6 am and 6:59 am,15 to 24 years,Car and  truck or van,60 minutes and over,1150,"3,74,57,000",WILSON GARAGE,01   Dry,21:30,2,,,,1,1,Mechanical,24,Medical
1,2021,4,Between 6 am and 6:59 am,15 to 24 years,Public transit,15 to 29 minutes,280,"4,84,95,000",YONGE AND STEELES,01   Dry,07:20,1,,,,1,1,Emergency Services,15,Medical
1,2021,5,Between 6 am and 6:59 am,15 to 24 years,Subway or elevated rail,60 minutes and over,150,"5,99,47,000",JANE STATION,02   Wet,02:27,3,1,1,,1,1,Vision,30,Medical
1,2021,6,Between 6 am and 6:59 am,15 to 24 years,Bicycle,15 to 29 minutes,60,"7,65,46,000",PRINCESS GATE AND NEWF,02   Wet,05:33,2,2,2,,1,1,Security,11,Medical
1,2021,7,Between 6 am and 6:59 am,15 to 24 years,Bicycle,30 to 59 minutes,30,"9,21,56,000",BLOOR AND ISLINGTON,02   Wet,07:57,2,,,,1,1,Vision,12,Medical
1,2021,8,Between 6 am and 6:59 am,25 to 34 years,Car and  truck or van,15 to 29 minutes,9680,"10,88,63,000",DUNDAS AND KIPLING,01   Dry,07:13,2,,,,1,1,Security,11,Medical
1,2021,9,Between 6 am and 6:59 am,25 to 34 years,Subway or elevated rail,60 minutes and over,645,"13,24,50,000",MALVERN DIVISION,02   Wet,08:16,1,,,,1,1,Operations - Operator,20,Medical
1,2021,10,Between 6 am and 6:59 am,35 to 44 years,Car and  truck or van,15 to 29 minutes,9920,"15,29,01,000",PRINCESS BLVD AND ENER,02   Wet,08:52,2,2,,,1,1,Investigation,313,Medical
1,2021,11,Between 6 am and 6:59 am,35 to 44 years,Car and  truck or van,30 to 59 minutes,10250,"17,45,47,000",YONGE AND STEELES,02   Wet,09:03,2,,,,1,1,Mechanical,10,Medical
1,2021,12,Between 6 am and 6:59 am,35 to 44 years,Car and  truck or van,60 minutes and over,3960,"19,78,41,000",SHEPPARD AND MCCOWAN,01   Dry,09:44,2,,,,1,1,Mechanical,20,Medical
1,2022,1,Between 6 am and 6:59 am,35 to 44 years,Public transit,15 to 29 minutes,425,"1,45,65,000",MALVERN DIVISION,09   Spilled liquid,21:00,1,,,,1,1,Operations - Operator,24,Medical
1,2022,2,Between 6 am and 6:59 am,35 to 44 years,Public transit,30 to 59 minutes,855,"3,35,02,000",KIPLING STATION,01   Dry,09:57,2,,,,1,2,Mechanical,8,Medical
1,2022,3,Between 6 am and 6:59 am,45 to 54 years,Subway or elevated rail,30 to 59 minutes,195,"6,10,40,000",DUFFERIN AND BLOOR,01   Dry,18:45,2,,,,1,1,Mechanical,8,Medical
1,2022,4,Between 6 am and 6:59 am,45 to 54 years,Subway or elevated rail,60 minutes and over,475,"8,34,30,000",EGLINTON WEST STATION,01   Dry,15:20,2,,,,1,3,Vision,8,Medical
1,2022,5,Between 6 am and 6:59 am,55 to 64 years,Car and  truck or van,15 to 29 minutes,12010,"10,81,16,000",FINCH WEST STATION,02   Wet,13:35,2,,,,1,1,Vision,6,Medical
1,2022,6,Between 6 am and 6:59 am,55 to 64 years,Subway or elevated rail,60 minutes and over,505,"14,03,45,000",DON MILLS AND FRESHMEA,01   Dry,00:00,2,,,,1,1,Cleaning,10,Medical
1,2022,7,Between 8 am and 8:59 am,15 to 24 years,Car and  truck or van,15 to 29 minutes,4815,"16,58,78,000",SHEPPARD AND KEELE,01   Dry,14:00,2,,,,1,1,Road Blocked - NON-TTC Collision,15,Medical
1,2022,8,Between 8 am and 8:59 am,25 to 34 years,Subway or elevated rail,60 minutes and over,835,"19,10,99,000",KEELE AND EGLINTON,06   Ice,11:30,1,,,,1,1,Mechanical,10,Medical
1,2022,9,Between 8 am and 8:59 am,35 to 44 years,Car and  truck or van,15 to 29 minutes,11330,"22,75,11,000",SHEPPARD AND KEELE,01   Dry,10:45,2,,,,1,2,Road Blocked - NON-TTC Collision,705,Medical
1,2022,10,Between 8 am and 8:59 am,35 to 44 years,Car and  truck or van,30 to 59 minutes,11630,"25,65,92,000",SHEPPARD AND KEELE,01   Dry,15:22,3,1,1,,1,1,Road Blocked - NON-TTC Collision,705,Medical
1,2022,11,Between 8 am and 8:59 am,55 to 64 years,Car and  truck or van,60 minutes and over,2405,"28,61,94,000",U OF T SCARBOROUGH LOO,01   Dry,15:57,2,,,,2,1,Operations - Operator,21,Medical
1,2022,12,Between 8 am and 8:59 am,55 to 64 years,Public transit,15 to 29 minutes,210,"31,87,33,000",SHEPPARD AND KEELE,01   Dry,16:07,2,,,,1,1,Road Blocked - NON-TTC Collision,666,Medical
1,2023,1,Between 9 am and 11:59 am,15 to 24 years,Subway or elevated rail,60 minutes and over,215,"2,70,13,000",WILSON GARAGE,01   Dry,11:52,2,1,,,1,1,Mechanical,7,Medical
1,2023,2,Between 9 am and 11:59 am,25 to 34 years,Car and  truck or van,15 to 29 minutes,11050,"5,52,85,000",SHEPPARD AND KEELE,01   Dry,12:30,2,,,,1,1,Road Blocked - NON-TTC Collision,666,Motor Vehicle Accident
1,2023,3,Between 9 am and 11:59 am,25 to 34 years,Bicycle,30 to 59 minutes,170,"9,19,40,000",ISLINGTON AND DIXON,02   Wet,11:57,2,,,,1,1,Investigation,10,Medical
1,2023,4,Between 9 am and 11:59 am,25 to 34 years,Bicycle,60 minutes and over,20,"12,12,24,000",KEELE AND SHEPPARD,01   Dry,13:44,2,,,,1,1,Road Blocked - NON-TTC Collision,844,Medical
1,2023,5,Between 9 am and 11:59 am,55 to 64 years,Subway or elevated rail,60 minutes and over,195,"15,16,32,000",SCARBOROUGH CENTRE STA,09   Spilled liquid,13:58,1,,,,1,1,Cleaning,10,Medical
1,2023,6,Between 12 pm and 4:59 am,15 to 24 years,Car and  truck or van,15 to 29 minutes,8410,"19,08,67,000",BROADVIEW STATION,04   Slush,12:30,1,,,,4,1,Mechanical,15,Medical
1,2023,7,Between 12 pm and 4:59 am,15 to 24 years,Public transit,60 minutes and over,2900,"22,11,47,000",SCARBOROUGH CENTRE STA,01   Dry,14:43,1,,,,1,1,Operations - Operator,24,Medical
1,2023,8,Between 12 pm and 4:59 am,15 to 24 years,Subway or elevated rail,15 to 29 minutes,130,"25,12,34,000",SCARBOROUGH CENTRE STA,02   Wet,15:07,2,,,,1,1,Operations - Operator,46,Medical
1,2023,9,Between 12 pm and 4:59 am,25 to 34 years,Car and  truck or van,60 minutes and over,2135,"29,30,09,000",SCARBOROUGH CENTRE STA,02   Wet,14:30,2,,,,1,1,Cleaning,10,Medical
1,2023,10,Between 12 pm and 4:59 am,25 to 34 years,Public transit,15 to 29 minutes,1015,"32,55,62,000",PIONEER VILLAGE STATIO,02   Wet,15:30,2,,,,1,1,Mechanical,5,Medical
1,2023,11,Between 12 pm and 4:59 am,55 to 64 years,Subway or elevated rail,60 minutes and over,545,"35,86,06,000",MORNINGSIDE AND FINCH,02   Wet,15:45,2,,,,1,1,Cleaning,10,Medical
1,2023,12,Between 5 am and 5:59 am,15 to 24 years,Public transit,60 minutes and over,440,"39,63,31,000",FINCH AND ARROW,02   Wet,15:35,2,,,,1,1,Mechanical,6,Emergency Transfer
7,2021,1,Between 6 am and 6:59 am,15 to 24 years,Car and  truck or van,15 to 29 minutes,2360,,15XX MAIN STMount Pleasant,01   Dry,14:53,2,,,,,,Emergency Services,20,Medical
7,2021,2,Between 6 am and 6:59 am,15 to 24 years,Car and  truck or van,30 to 59 minutes,2395,,17XX BLOCK E BROADWAY AVEKensington-Cedar Cottage,01   Dry,15:20,2,,,,,,Mechanical,12,Medical
7,2021,3,Between 6 am and 6:59 am,15 to 24 years,Subway or elevated rail,60 minutes and over,110,,22XX MARLIN QUAYVictoria-Fraserview,01   Dry,16:00,2,,,,,,Mechanical,22,Medical
7,2021,4,Between 6 am and 6:59 am,15 to 24 years,Bicycle,15 to 29 minutes,45,,2XX UNION STStrathcona,01   Dry,16:16,2,,,,,,Emergency Services,15,Medical
7,2021,5,Between 6 am and 6:59 am,25 to 34 years,Car and  truck or van,60 minutes and over,1595,,36XX BLOCK FOSTER AVERenfrew-Collingwood,01   Dry,17:11,2,,,,,,Vision,2,Medical
7,2021,6,Between 6 am and 6:59 am,25 to 34 years,Public transit,15 to 29 minutes,430,,3XX BLOCK W CORDOVA STCentral Business District,01   Dry,00:00,1,,,,,,Security,12,Medical
7,2021,7,Between 6 am and 6:59 am,25 to 34 years,Subway or elevated rail,60 minutes and over,265,,42XX NAUTILUS CLSWest Point Grey,02   Wet,09:00,2,,,,,,Vision,42,Medical
7,2021,8,Between 6 am and 6:59 am,35 to 44 years,Car and  truck or van,15 to 29 minutes,5730,,51XX BLOCK CAMBIE STRiley Park,09   Spilled liquid,06:57,1,,,,,,Security,11,Medical
7,2021,9,Between 6 am and 6:59 am,55 to 64 years,Subway or elevated rail,60 minutes and over,120,,56XX BLOCK STAMFORD STRenfrew-Collingwood,06   Ice,10:32,2,,,,,,Operations - Operator,20,Medical
7,2021,10,Between 8 am and 8:59 am,15 to 24 years,Car and  truck or van,60 minutes and over,265,,5XX E KENT AVE SSunset,01   Dry,10:11,4,,,,,,Investigation,22,Medical
7,2021,11,Between 8 am and 8:59 am,15 to 24 years,Public transit,15 to 29 minutes,365,,8XX BLOCK KINGSWAY AVEKensington-Cedar Cottage,09   Spilled liquid,07:15,2,,,,,,Mechanical,33,Medical
7,2021,12,Between 8 am and 8:59 am,15 to 24 years,Public transit,30 to 59 minutes,645,,E 41ST AVE / RUPERT STKillarney,01   Dry,16:00,2,,,,,,Mechanical,12,Medical
7,2022,1,Between 8 am and 8:59 am,15 to 24 years,Subway or elevated rail,60 minutes and over,115,,13XX BEACH AVEWest End,09   Spilled liquid,08:37,2,,,,,,Operations - Operator,7,Medical
7,2022,2,Between 8 am and 8:59 am,15 to 24 years,Bicycle,30 to 59 minutes,35,,16XX BLOCK E 2ND AVEGrandview-Woodland,06   Ice,08:47,3,,,,,,Mechanical,3,Medical
7,2022,3,Between 8 am and 8:59 am,25 to 34 years,Car and  truck or van,15 to 29 minutes,6660,,20XX BLOCK W 4TH AVEKitsilano,06   Ice,18:00,1,,,,,,Mechanical,6,Medical
7,2022,4,Between 8 am and 8:59 am,25 to 34 years,Subway or elevated rail,60 minutes and over,215,,20XX VENABLES STGrandview-Woodland,01   Dry,08:55,2,,,,,,Vision,8,Medical
7,2022,5,Between 8 am and 8:59 am,35 to 44 years,Car and  truck or van,15 to 29 minutes,6650,,29XX BLOCK E PENDER STHastings-Sunrise,09   Spilled liquid,08:25,2,,,,,,Vision,6,Medical
7,2022,6,Between 8 am and 8:59 am,55 to 64 years,Public transit,15 to 29 minutes,170,,2XX BLOCK POWELL STStrathcona,09   Spilled liquid,09:19,2,,,,,,Cleaning,10,Medical
7,2022,7,Between 8 am and 8:59 am,55 to 64 years,Public transit,30 to 59 minutes,285,,3XX BLOCK E HASTINGS STStrathcona,01   Dry,09:20,1,,,,,,Road Blocked  Collision,15,Medical
7,2022,8,Between 9 am and 11:59 am,45 to 54 years,Subway or elevated rail,30 to 59 minutes,125,,76XX BLOCK OAK STMarpole,09   Spilled liquid,07:40,1,,,,,,Mechanical,10,Medical
7,2022,9,Between 9 am and 11:59 am,55 to 64 years,Car and  truck or van,60 minutes and over,620,,7XX NATIONAL AVEStrathcona,06   Ice,10:00,2,,,,,,Road Blocked  Collision,345,Medical
7,2022,10,Between 9 am and 11:59 am,55 to 64 years,Public transit,15 to 29 minutes,210,,89XX BLOCK MAIN STSunset,09   Spilled liquid,10:02,1,,,,,,Road Blocked  Collision,567,Medical
7,2022,11,Between 9 am and 11:59 am,55 to 64 years,Subway or elevated rail,60 minutes and over,45,,8XX BLOCK GRANVILLE STCentral Business District,01   Dry,17:10,3,,,,,,Operations - Operator,21,Medical
7,2022,12,Between 12 pm and 4:59 am,15 to 24 years,Car and  truck or van,60 minutes and over,310,,CAMBIE ST / W 64TH AVEMarpole,09   Spilled liquid,10:45,2,,,,,,Road Blocked  Collision,332,Medical
7,2023,1,Between 12 pm and 4:59 am,15 to 24 years,Public transit,15 to 29 minutes,1215,,16XX BLOCK E 41ST AVEKensington-Cedar Cottage,02   Wet,17:32,2,2,,,,,Mechanical,7,Medical
7,2023,2,Between 12 pm and 4:59 am,15 to 24 years,Subway or elevated rail,60 minutes and over,280,,2XX E GEORGIA STStrathcona,02   Wet,18:00,2,,,,,,Road Blocked  Collision,122,Medical
7,2023,3,Between 12 pm and 4:59 am,15 to 24 years,Bicycle,60 minutes and over,15,,31XX BLOCK KINGSWAY AVERenfrew-Collingwood,04   Slush,17:15,2,,,,,,Investigation,10,Medical
7,2023,4,Between 12 pm and 4:59 am,25 to 34 years,Car and  truck or van,60 minutes and over,535,,6XX E HASTINGS STStrathcona,04   Slush,20:30,2,,,,,,Road Blocked  Collision,844,Medical
7,2023,5,Between 12 pm and 4:59 am,25 to 34 years,Public transit,15 to 29 minutes,645,,BRAEBURN ST / ARGYLE DRVictoria-Fraserview,09   Spilled liquid,20:40,2,,,,,,Cleaning,12,Medical
7,2023,6,Between 12 pm and 4:59 am,25 to 34 years,Subway or elevated rail,60 minutes and over,235,,BURRARD ST / W GEORGIA STWest End,09   Spilled liquid,21:19,2,,,,,,Mechanical,15,Medical
7,2023,7,Between 12 pm and 4:59 am,35 to 44 years,Car and  truck or van,15 to 29 minutes,3935,,COLUMBIA ST / E HASTINGS STCentral Business District,02   Wet,22:29,2,,,,,,Operations - Operator,24,Medical
7,2023,8,Between 12 pm and 4:59 am,35 to 44 years,Public transit,60 minutes and over,415,,E 12TH AVE / MAIN STMount Pleasant,04   Slush,03:18,1,,,,,,Operations - Operator,46,Emergency Transfer
7,2023,9,Between 12 pm and 4:59 am,35 to 44 years,Subway or elevated rail,15 to 29 minutes,55,,E 1ST AVE / WOODLAND DRGrandview-Woodland,04   Slush,06:20,2,,,,,,Cleaning,10,Medical
7,2023,10,Between 12 pm and 4:59 am,45 to 54 years,Car and  truck or van,30 to 59 minutes,3490,,E 57TH AVE / KNIGHT STSunset,01   Dry,08:10,2,,,,,,Mechanical,5,Medical
7,2023,11,Between 12 pm and 4:59 am,55 to 64 years,Subway or elevated rail,60 minutes and over,75,,E 6TH AVE / NOOTKA STHastings-Sunrise,01   Dry,14:10,2,,,,,,Cleaning,10,Medical
7,2023,12,Between 5 am and 5:59 am,15 to 24 years,Public transit,30 to 44 minutes,145,,GRANVILLE ST / W KING EDWARD AVEShaughnessy,05   Packed snow,08:27,1,1,1,,,,Mechanical,6,Medical
9,2021,1,Between 6 am and 6:59 am,15 to 24 years,Car and  truck or van,15 to 29 minutes,1370,," 322 Winnipeg St, Winnipeg, Manitoba, R3C 1R4",02   Wet,11:40,2,,,,1,1,Traffic Accident,8,Medical
9,2021,2,Between 6 am and 6:59 am,15 to 24 years,Bicycle,30 to 59 minutes,10,," 456 Manitoba Dr, Winnipeg, Manitoba, R2W 3R6",02   Wet,11:00,2,,,,1,1,Medical Emergency,15,Emergency Transfer
9,2021,3,Between 6 am and 6:59 am,25 to 34 years,Car and  truck or van,60 minutes and over,315,," 789 Albert St, Winnipeg, Manitoba, R3B 1G5",02   Wet,16:30,2,,,,1,1,Weather Conditions,6,Medical
9,2021,4,Between 6 am and 6:59 am,25 to 34 years,Public transit,60 minutes and over,125,," 321 Victoria Ave, Winnipeg, Manitoba, R2C 1S9",01   Dry,12:52,2,,,,1,1,Road Construction,12,Medical
9,2021,5,Between 6 am and 6:59 am,25 to 34 years,Bicycle,15 to 29 minutes,35,," 654 Broad St, Winnipeg, Manitoba, R3B 2E4",02   Wet,13:35,2,1,1,,1,2,Police Activity,9,Medical
9,2021,6,Between 6 am and 6:59 am,35 to 44 years,Car and  truck or van,60 minutes and over,320,," 987 Dewdney Ave, Winnipeg, Manitoba, R3T 0B4",02   Wet,12:48,2,,,,1,1,Mechanical Issue,20,Medical
9,2021,7,Between 6 am and 6:59 am,35 to 44 years,Public transit,15 to 29 minutes,95,," 135 7th Ave, Winnipeg, Manitoba, R3B 2P2",02   Wet,12:45,2,,,,1,1,Public Event,18,Medical
9,2021,8,Between 6 am and 6:59 am,45 to 54 years,Car and  truck or van,60 minutes and over,150,," 246 13th Ave, Winnipeg, Manitoba, R2C 1R7",02   Wet,14:12,2,,,,1,1,Vehicle Breakdown,7,Medical
9,2021,9,Between 6 am and 6:59 am,45 to 54 years,Public transit,15 to 29 minutes,80,," 369 Elphinstone St, Winnipeg, Manitoba, R3G 2T5",02   Wet,09:03,2,,,,1,2,Pedestrian Incident,11,Medical
9,2021,10,Between 8 am and 8:59 am,15 to 24 years,Public transit,15 to 29 minutes,105,," 147 McCarthy Blvd, Winnipeg, Manitoba, R2V 1A1",01   Dry,00:00,1,,,,1,2,Traffic Signal Failure,14,Medical
9,2021,11,Between 8 am and 8:59 am,15 to 24 years,Public transit,60 minutes and over,55,," 258 Pasqua St, Winnipeg, Manitoba, R2C 2Z2",01   Dry,15:20,2,,,,1,1,Fire Emergency,25,Medical
9,2021,12,Between 8 am and 8:59 am,25 to 34 years,Car and  truck or van,15 to 29 minutes,2970,," 369 Rae St, Winnipeg, Manitoba, R2W 3P9",02   Wet,13:45,2,,,,1,2,Flooding,10,Medical
9,2022,1,Between 8 am and 8:59 am,55 to 64 years,Public transit,30 to 59 minutes,50,," 159 McIntyre St, Winnipeg, Manitoba, R2X 2R3",09   Spilled liquid,14:43,2,1,1,,2,2,Debris on Road,7,Medical
9,2022,2,Between 9 am and 11:59 am,35 to 44 years,Car and  truck or van,60 minutes and over,75,," 753 Athol St, Winnipeg, Manitoba, R3G 3N4",06   Ice,14:46,2,1,1,,1,2,Utility Work,16,Medical
9,2022,3,Between 9 am and 11:59 am,35 to 44 years,Public transit,15 to 29 minutes,65,," 951 Retallack St, Winnipeg, Manitoba, R3C 1S5",04   Slush,14:55,2,,,,1,1,Protest,22,Medical
9,2022,4,Between 9 am and 11:59 am,35 to 44 years,Public transit,30 to 59 minutes,65,," 1621 Pasqua St, Winnipeg, Manitoba, R2C 2Z2",01   Dry,15:02,2,,,,1,2,Animal on Road,13,Medical
9,2022,5,Between 9 am and 11:59 am,35 to 44 years,Public transit,60 minutes and over,30,," 1722 Dewdney Ave, Winnipeg, Manitoba, R3T 0B4",09   Spilled liquid,18:35,2,,,,1,1,Traffic Light Outage,40,Medical
9,2022,6,Between 9 am and 11:59 am,45 to 54 years,Car and  truck or van,15 to 29 minutes,1065,," 1833 Albert St, Winnipeg, Manitoba, R3B 2J5",09   Spilled liquid,18:30,2,,,,1,2,Sporting Event,30,Medical
9,2022,7,Between 9 am and 11:59 am,45 to 54 years,Public transit,60 minutes and over,45,," 1944 Broad St, Winnipeg, Manitoba, R3B 2E4",09   Spilled liquid,18:20,2,,,,1,2,Road Closure,35,Medical
9,2022,8,Between 12 pm and 4:59 am,15 to 24 years,Public transit,60 minutes and over,270,," 2055 Victoria Ave, Winnipeg, Manitoba, R2C 1S9",09   Spilled liquid,19:00,2,,,,2,2,Hazardous Materials,11,Medical
9,2022,9,Between 12 pm and 4:59 am,25 to 34 years,Car and  truck or van,15 to 29 minutes,2710,," 2166 7th Ave, Winnipeg, Manitoba, R3B 2P2",04   Slush,17:45,2,,,,1,1,Bridge Maintenance,19,Medical
9,2022,10,Between 12 pm and 4:59 am,25 to 34 years,Car and  truck or van,30 to 59 minutes,1140,," 2277 13th Ave, Winnipeg, Manitoba, R2C 1R7",09   Spilled liquid,19:09,2,,,,1,2,Fallen Tree,16,Medical
9,2022,11,Between 12 pm and 4:59 am,25 to 34 years,Car and  truck or van,60 minutes and over,205,," 2388 Elphinstone St, Winnipeg, Manitoba, R3G 2T5",05   Packed snow,19:14,2,2,,,1,2,Power Outage,8,Medical
9,2022,12,Between 12 pm and 4:59 am,25 to 34 years,Public transit,15 to 29 minutes,185,," 2499 McCarthy Blvd, Winnipeg, Manitoba, R2V 1A1",09   Spilled liquid,20:00,1,,,,1,2,Construction Debris,6,Medical
9,2023,1,Between 12 pm and 4:59 am,25 to 34 years,Public transit,30 to 59 minutes,185,," 2610 Rae St, Winnipeg, Manitoba, R2W 3P9",01   Dry,00:00,1,,,,1,2,Train Crossing Blocked,50,Motor Vehicle Accident
9,2023,2,Between 12 pm and 4:59 am,25 to 34 years,Public transit,60 minutes and over,125,," 2721 McIntyre St, Winnipeg, Manitoba, R2X 2R3",01   Dry,12:03,2,,,,1,2,Bus Breakdown,15,Motor Vehicle Accident
9,2023,3,Between 12 pm and 4:59 am,35 to 44 years,Car and  truck or van,15 to 29 minutes,2450,," 2832 Athol St, Winnipeg, Manitoba, R3G 3N4",09   Spilled liquid,12:30,2,,,,1,2,Parade,9,Medical
9,2023,4,Between 12 pm and 4:59 am,35 to 44 years,Car and  truck or van,30 to 59 minutes,1205,," 2943 Retallack St, Winnipeg, Manitoba, R3C 1S5",01   Dry,14:45,2,,,,1,2,Fallen Sign,7,Medical
9,2023,5,Between 12 pm and 4:59 am,35 to 44 years,Car and  truck or van,60 minutes and over,205,," 3054 Winnipeg St, Winnipeg, Manitoba, R3C 1R4",01   Dry,11:40,2,,,,1,2,Flooding,12,Medical
9,2023,6,Between 12 pm and 4:59 am,35 to 44 years,Public transit,15 to 29 minutes,115,," 3165 Manitoba Dr, Winnipeg, Manitoba, R2W 3R6",01   Dry,13:50,2,,,,1,2,Gas Leak,14,Medical
9,2023,7,Between 12 pm and 4:59 am,35 to 44 years,Public transit,30 to 59 minutes,155,," 3276 Albert St, Winnipeg, Manitoba, R3B 1G5",01   Dry,17:36,2,1,,,1,2,Vandalism,20,Medical
9,2023,8,Between 12 pm and 4:59 am,55 to 64 years,Public transit,30 to 59 minutes,85,," 3387 Victoria Ave, Winnipeg, Manitoba, R2C 1S9",01   Dry,13:00,1,1,,,1,2,Special Event,26,Medical
9,2023,9,Between 12 pm and 4:59 am,55 to 64 years,Public transit,60 minutes and over,65,," 3498 Broad St, Winnipeg, Manitoba, R3B 2E4",09   Spilled liquid,00:00,1,,,,1,2,Sinkhole,45,Medical
9,2023,10,Between 12 pm and 4:59 am,55 to 64 years,Bicycle,15 to 29 minutes,25,," 3609 Dewdney Ave, Winnipeg, Manitoba, R3T 0B4",99   Other,18:40,2,,,,1,2,Traffic Light Malfunction,10,Medical
9,2023,11,Between 12 pm and 4:59 am,55 to 64 years,Bicycle,30 to 59 minutes,20,," 3720 7th Ave, Winnipeg, Manitoba, R3B 2P2",05   Packed snow,18:25,2,,,,1,2,Suspicious Package,21,Medical
9,2023,12,Between 5 am and 5:59 am,15 to 24 years,Public transit,60 minutes and over,30,," 3831 13th Ave, Winnipeg, Manitoba, R2C 1R7",04   Slush,14:00,1,,,,1,2,Road Blocked Collision,50,
